epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,322.655,1.38665,1.26541,1.90598,0.58178,0.46883,0.45589,0.20165,2.06575,2.34329,2.58573,0.0013231,0.0013231,0.0013231
43,330.267,1.59146,1.28791,2.09876,0.58178,0.46883,0.45589,0.20165,2.06575,2.34329,2.58573,0.00134657,0.00134657,0.00134657
44,337.843,1.39402,1.29057,1.88469,0.59449,0.46968,0.46154,0.1995,2.08111,2.26255,2.60367,0.00136964,0.00136964,0.00136964
45,345.385,1.49551,1.19888,1.92185,0.59449,0.46968,0.46154,0.1995,2.08111,2.26255,2.60367,0.00139232,0.00139232,0.00139232
46,353.049,1.34925,1.09927,1.87361,0.61438,0.50345,0.50396,0.2374,1.95192,2.08295,2.49697,0.0014146,0.0014146,0.0014146
47,360.725,1.5656,1.4148,2.07809,0.61438,0.50345,0.50396,0.2374,1.95192,2.08295,2.49697,0.00143648,0.00143648,0.00143648
48,368.368,1.3075,1.23692,1.86854,0.63277,0.49997,0.51805,0.25312,1.88861,2.01263,2.4478,0.00145797,0.00145797,0.00145797
49,375.987,1.50235,1.30499,1.95355,0.63277,0.49997,0.51805,0.25312,1.88861,2.01263,2.4478,0.00147906,0.00147906,0.00147906
50,383.759,1.12025,1.02604,1.73378,0.66429,0.50063,0.52913,0.26251,1.86249,2.00171,2.43065,0.00149975,0.00149975,0.00149975
51,391.418,1.42396,1.26293,1.90405,0.66429,0.50063,0.52913,0.26251,1.86249,2.00171,2.43065,0.001505,0.001505,0.001505
52,399.145,1.41768,1.19557,1.94216,0.67917,0.51045,0.54059,0.27253,1.84736,2.02636,2.43362,0.0014951,0.0014951,0.0014951
53,406.863,1.47633,1.25391,1.94022,0.67917,0.51045,0.54059,0.27253,1.84736,2.02636,2.43362,0.0014852,0.0014852,0.0014852
54,414.604,1.41924,1.33117,1.88285,0.65711,0.51592,0.53969,0.27282,1.83986,2.09402,2.44406,0.0014753,0.0014753,0.0014753
55,422.375,1.46585,1.15043,2.05075,0.65711,0.51592,0.53969,0.27282,1.83986,2.09402,2.44406,0.0014654,0.0014654,0.0014654
56,430.15,1.36732,1.12258,1.87152,0.63168,0.50999,0.52806,0.26414,1.82945,2.21317,2.43246,0.0014555,0.0014555,0.0014555
57,437.933,1.25868,1.19634,1.80633,0.63168,0.50999,0.52806,0.26414,1.82945,2.21317,2.43246,0.0014456,0.0014456,0.0014456
58,445.727,1.26302,1.29495,1.86594,0.5914,0.49758,0.50378,0.24147,1.86543,2.28942,2.46276,0.0014357,0.0014357,0.0014357
59,453.48,1.31148,1.16869,1.85919,0.5914,0.49758,0.50378,0.24147,1.86543,2.28942,2.46276,0.0014258,0.0014258,0.0014258
60,461.192,1.36143,1.2733,1.78325,0.61097,0.4888,0.50222,0.24021,1.86242,2.14334,2.44623,0.0014159,0.0014159,0.0014159
61,468.929,1.08277,1.17765,1.67044,0.61097,0.4888,0.50222,0.24021,1.86242,2.14334,2.44623,0.001406,0.001406,0.001406
62,476.621,1.28697,1.21533,1.81956,0.62389,0.49122,0.50609,0.24937,1.85004,2.03345,2.41875,0.0013961,0.0013961,0.0013961
63,484.262,1.18382,1.11467,1.7151,0.62389,0.49122,0.50609,0.24937,1.85004,2.03345,2.41875,0.0013862,0.0013862,0.0013862
64,491.894,1.31926,1.20697,1.82572,0.62913,0.4957,0.50482,0.24853,1.86742,1.97788,2.42827,0.0013763,0.0013763,0.0013763
65,499.497,1.58679,1.36233,2.0889,0.62913,0.4957,0.50482,0.24853,1.86742,1.97788,2.42827,0.0013664,0.0013664,0.0013664
66,507.07,1.22426,1.06038,1.73585,0.63708,0.51362,0.52116,0.254,1.86511,1.8947,2.43102,0.0013565,0.0013565,0.0013565
67,514.662,1.13034,1.01826,1.70658,0.63708,0.51362,0.52116,0.254,1.86511,1.8947,2.43102,0.0013466,0.0013466,0.0013466
68,522.164,1.17464,1.12569,1.69264,0.6353,0.51917,0.52189,0.25498,1.8664,1.90536,2.43797,0.0013367,0.0013367,0.0013367
69,529.709,1.20264,1.07453,1.83931,0.6353,0.51917,0.52189,0.25498,1.8664,1.90536,2.43797,0.0013268,0.0013268,0.0013268
70,537.15,1.26469,1.16283,1.7714,0.64088,0.51834,0.52027,0.25681,1.86768,1.94616,2.4531,0.0013169,0.0013169,0.0013169
71,544.59,1.30491,1.18264,1.88201,0.64088,0.51834,0.52027,0.25681,1.86768,1.94616,2.4531,0.001307,0.001307,0.001307
72,552.052,1.10812,1.00373,1.73543,0.6678,0.52512,0.53585,0.27219,1.84728,1.97267,2.4471,0.0012971,0.0012971,0.0012971
73,559.528,1.33255,1.15294,1.90067,0.6678,0.52512,0.53585,0.27219,1.84728,1.97267,2.4471,0.0012872,0.0012872,0.0012872
74,567.056,1.29422,1.28431,1.84808,0.66829,0.52306,0.53632,0.27455,1.83381,2.01066,2.42641,0.0012773,0.0012773,0.0012773
75,574.48,1.34,1.1164,1.90946,0.66829,0.52306,0.53632,0.27455,1.83381,2.01066,2.42641,0.0012674,0.0012674,0.0012674
76,581.952,1.32349,1.2545,1.90469,0.68805,0.52064,0.54847,0.28115,1.8178,2.04368,2.39284,0.0012575,0.0012575,0.0012575
77,589.459,1.08603,0.99657,1.64797,0.68805,0.52064,0.54847,0.28115,1.8178,2.04368,2.39284,0.0012476,0.0012476,0.0012476
78,596.986,1.1668,1.02088,1.66771,0.68504,0.51434,0.54581,0.27663,1.82687,2.09675,2.39473,0.0012377,0.0012377,0.0012377
79,604.445,1.22277,1.11292,1.82447,0.68504,0.51434,0.54581,0.27663,1.82687,2.09675,2.39473,0.0012278,0.0012278,0.0012278
80,611.934,1.17653,1.00592,1.67925,0.70552,0.50817,0.5465,0.27675,1.83864,2.08963,2.40147,0.0012179,0.0012179,0.0012179
81,619.396,1.18203,1.0138,1.7396,0.70552,0.50817,0.5465,0.27675,1.83864,2.08963,2.40147,0.001208,0.001208,0.001208
82,626.894,1.07015,0.89375,1.5971,0.70443,0.50696,0.54693,0.2748,1.84328,2.03252,2.4111,0.0011981,0.0011981,0.0011981
83,634.368,1.34559,1.17001,1.93005,0.70443,0.50696,0.54693,0.2748,1.84328,2.03252,2.4111,0.0011882,0.0011882,0.0011882
84,641.852,1.18461,1.11152,1.73501,0.7093,0.51127,0.55744,0.28171,1.8251,1.92945,2.3952,0.0011783,0.0011783,0.0011783
85,649.337,1.02829,0.98395,1.65715,0.7093,0.51127,0.55744,0.28171,1.8251,1.92945,2.3952,0.0011684,0.0011684,0.0011684
86,656.89,1.16279,1.01422,1.5154,0.69142,0.52584,0.56897,0.29029,1.80005,1.85848,2.37986,0.0011585,0.0011585,0.0011585
87,664.407,0.98823,0.89695,1.65984,0.69142,0.52584,0.56897,0.29029,1.80005,1.85848,2.37986,0.0011486,0.0011486,0.0011486
88,671.886,1.1706,1.0334,1.68362,0.70101,0.52766,0.57404,0.2971,1.7851,1.82362,2.36962,0.0011387,0.0011387,0.0011387
89,679.321,1.17716,1.06353,1.74227,0.70101,0.52766,0.57404,0.2971,1.7851,1.82362,2.36962,0.0011288,0.0011288,0.0011288
90,686.809,1.16551,1.00358,1.73087,0.71601,0.52911,0.57688,0.29475,1.804,1.83218,2.37323,0.0011189,0.0011189,0.0011189
91,694.261,1.34014,1.11004,1.74924,0.71601,0.52911,0.57688,0.29475,1.804,1.83218,2.37323,0.001109,0.001109,0.001109
92,701.775,1.29625,1.08582,1.75056,0.7116,0.52645,0.57177,0.2864,1.83345,1.89036,2.40192,0.0010991,0.0010991,0.0010991
93,709.18,1.28479,1.14628,1.78088,0.7116,0.52645,0.57177,0.2864,1.83345,1.89036,2.40192,0.0010892,0.0010892,0.0010892
94,716.678,1.25306,0.97681,1.79609,0.65741,0.52028,0.55254,0.26762,1.87634,2.02994,2.44601,0.0010793,0.0010793,0.0010793
95,724.105,1.2429,0.98407,1.66832,0.65741,0.52028,0.55254,0.26762,1.87634,2.02994,2.44601,0.0010694,0.0010694,0.0010694
96,731.586,1.22589,1.00847,1.82078,0.6313,0.47633,0.50922,0.23791,1.93728,2.21267,2.51119,0.0010595,0.0010595,0.0010595
97,739.039,1.23292,1.0251,1.75748,0.6313,0.47633,0.50922,0.23791,1.93728,2.21267,2.51119,0.0010496,0.0010496,0.0010496
98,746.511,1.21924,1.09447,1.70997,0.59726,0.46762,0.48882,0.22647,1.94817,2.33098,2.52658,0.0010397,0.0010397,0.0010397
99,754.027,1.25473,1.15149,1.77388,0.59726,0.46762,0.48882,0.22647,1.94817,2.33098,2.52658,0.0010298,0.0010298,0.0010298
100,761.531,1.1978,1.02686,1.63043,0.63859,0.46375,0.49677,0.23272,1.93446,2.40496,2.51522,0.0010199,0.0010199,0.0010199
101,769.057,1.28548,1.12398,1.81748,0.63859,0.46375,0.49677,0.23272,1.93446,2.40496,2.51522,0.00101,0.00101,0.00101
102,776.628,1.10437,0.87535,1.58821,0.65304,0.47488,0.50725,0.24085,1.94647,2.47883,2.52686,0.0010001,0.0010001,0.0010001
103,784.126,1.15268,1.06588,1.74821,0.65304,0.47488,0.50725,0.24085,1.94647,2.47883,2.52686,0.0009902,0.0009902,0.0009902
104,791.649,1.29744,1.13247,1.76236,0.68275,0.47492,0.51391,0.24018,1.97874,2.55119,2.55398,0.0009803,0.0009803,0.0009803
105,799.147,1.16204,0.98834,1.71902,0.68275,0.47492,0.51391,0.24018,1.97874,2.55119,2.55398,0.0009704,0.0009704,0.0009704
106,806.718,1.27713,1.12667,1.78939,0.70178,0.48093,0.52244,0.24726,1.96571,2.53923,2.53569,0.0009605,0.0009605,0.0009605
107,814.233,0.96445,0.83428,1.55943,0.70178,0.48093,0.52244,0.24726,1.96571,2.53923,2.53569,0.0009506,0.0009506,0.0009506
108,821.793,1.22765,0.91534,1.71078,0.71748,0.49716,0.54535,0.26942,1.88128,2.34758,2.45346,0.0009407,0.0009407,0.0009407
109,829.372,1.10405,0.89952,1.72493,0.71748,0.49716,0.54535,0.26942,1.88128,2.34758,2.45346,0.0009308,0.0009308,0.0009308
110,836.95,1.1433,0.84961,1.65795,0.73232,0.51362,0.57317,0.2933,1.79615,2.08672,2.38375,0.0009209,0.0009209,0.0009209
111,844.488,1.20028,1.08016,1.7633,0.73232,0.51362,0.57317,0.2933,1.79615,2.08672,2.38375,0.000911,0.000911,0.000911
112,852.041,1.16594,1.0604,1.65867,0.72016,0.51991,0.57523,0.29456,1.79114,1.94979,2.38255,0.0009011,0.0009011,0.0009011
113,859.595,1.16651,1.1922,1.70847,0.72016,0.51991,0.57523,0.29456,1.79114,1.94979,2.38255,0.0008912,0.0008912,0.0008912
114,867.138,1.14759,0.95137,1.64441,0.68409,0.525,0.56726,0.28639,1.81396,1.92695,2.39603,0.0008813,0.0008813,0.0008813
115,874.64,1.12857,1.09277,1.61767,0.68409,0.525,0.56726,0.28639,1.81396,1.92695,2.39603,0.0008714,0.0008714,0.0008714
116,882.114,1.20585,1.11889,1.63112,0.68749,0.52645,0.56638,0.28769,1.81174,1.90249,2.38769,0.0008615,0.0008615,0.0008615
117,889.575,1.13919,0.91444,1.59293,0.68749,0.52645,0.56638,0.28769,1.81174,1.90249,2.38769,0.0008516,0.0008516,0.0008516
118,897.058,1.00681,0.89611,1.54611,0.69742,0.51737,0.55533,0.27985,1.82502,1.91359,2.40548,0.0008417,0.0008417,0.0008417
119,904.561,1.00009,0.88195,1.58285,0.69742,0.51737,0.55533,0.27985,1.82502,1.91359,2.40548,0.0008318,0.0008318,0.0008318
120,912.017,1.0605,0.97105,1.6818,0.67873,0.51217,0.54565,0.27358,1.84609,1.93645,2.43445,0.0008219,0.0008219,0.0008219
121,919.463,1.11394,0.899,1.69069,0.67873,0.51217,0.54565,0.27358,1.84609,1.93645,2.43445,0.000812,0.000812,0.000812
122,926.943,1.04079,0.87358,1.68355,0.66714,0.50757,0.5409,0.26891,1.8627,1.95551,2.45713,0.0008021,0.0008021,0.0008021
123,934.392,1.17782,1.06811,1.65802,0.66714,0.50757,0.5409,0.26891,1.8627,1.95551,2.45713,0.0007922,0.0007922,0.0007922
124,941.858,1.04334,0.92172,1.57067,0.66205,0.51144,0.54174,0.26719,1.86646,1.94749,2.46977,0.0007823,0.0007823,0.0007823
125,949.351,1.04129,0.93296,1.58064,0.66205,0.51144,0.54174,0.26719,1.86646,1.94749,2.46977,0.0007724,0.0007724,0.0007724
126,956.877,1.19885,1.04885,1.74794,0.66562,0.50987,0.54478,0.26629,1.86955,1.96245,2.47402,0.0007625,0.0007625,0.0007625
127,964.422,1.04302,0.89451,1.59689,0.66562,0.50987,0.54478,0.26629,1.86955,1.96245,2.47402,0.0007526,0.0007526,0.0007526
128,971.833,1.04144,0.85889,1.60895,0.68072,0.51943,0.55985,0.27549,1.8514,1.93467,2.45355,0.0007427,0.0007427,0.0007427
129,979.304,1.01966,0.89397,1.61423,0.68072,0.51943,0.55985,0.27549,1.8514,1.93467,2.45355,0.0007328,0.0007328,0.0007328
130,986.765,1.15141,1.15057,1.76953,0.72962,0.52003,0.57406,0.28787,1.84101,1.92897,2.43651,0.0007229,0.0007229,0.0007229
131,994.285,1.13491,0.97202,1.66162,0.72962,0.52003,0.57406,0.28787,1.84101,1.92897,2.43651,0.000713,0.000713,0.000713
132,1001.71,1.06262,0.95184,1.53709,0.7325,0.51822,0.5726,0.28754,1.84822,1.95498,2.44492,0.0007031,0.0007031,0.0007031
133,1009.16,1.05646,0.87007,1.61191,0.7325,0.51822,0.5726,0.28754,1.84822,1.95498,2.44492,0.0006932,0.0006932,0.0006932
134,1016.58,1.08771,1.01218,1.63315,0.72805,0.5135,0.56307,0.27938,1.8696,1.99985,2.47155,0.0006833,0.0006833,0.0006833
135,1024,0.98457,0.88793,1.5286,0.72805,0.5135,0.56307,0.27938,1.8696,1.99985,2.47155,0.0006734,0.0006734,0.0006734
136,1031.46,1.02597,0.81555,1.53225,0.71706,0.4905,0.54597,0.26505,1.90823,2.05071,2.51643,0.0006635,0.0006635,0.0006635
137,1038.84,0.86729,0.76356,1.45411,0.71706,0.4905,0.54597,0.26505,1.90823,2.05071,2.51643,0.0006536,0.0006536,0.0006536
138,1046.26,1.16193,0.98224,1.66726,0.69709,0.49219,0.53933,0.26002,1.92495,2.05852,2.5397,0.0006437,0.0006437,0.0006437
139,1053.69,1.0437,0.92736,1.57723,0.69709,0.49219,0.53933,0.26002,1.92495,2.05852,2.5397,0.0006338,0.0006338,0.0006338
140,1061.1,1.0035,0.87246,1.54726,0.71525,0.49679,0.54933,0.26773,1.90561,2.01333,2.52273,0.0006239,0.0006239,0.0006239
141,1068.41,0.99175,0.83842,1.65251,0.71525,0.49679,0.54933,0.26773,1.90561,2.01333,2.52273,0.000614,0.000614,0.000614
142,1075.72,1.06079,0.97045,1.70624,0.7459,0.50527,0.56442,0.2822,1.87202,1.96995,2.48593,0.0006041,0.0006041,0.0006041
143,1083.12,0.89015,0.83554,1.50863,0.7459,0.50527,0.56442,0.2822,1.87202,1.96995,2.48593,0.0005942,0.0005942,0.0005942
144,1090.46,1.23534,1.07832,1.80763,0.74586,0.51386,0.56745,0.28881,1.86085,1.94123,2.46183,0.0005843,0.0005843,0.0005843
145,1097.77,1.02933,0.85751,1.5071,0.74586,0.51386,0.56745,0.28881,1.86085,1.94123,2.46183,0.0005744,0.0005744,0.0005744
146,1105.19,1.06189,0.88935,1.64465,0.75659,0.51083,0.56697,0.28791,1.86364,1.91728,2.45757,0.0005645,0.0005645,0.0005645
147,1112.52,1.11837,0.91807,1.62567,0.75659,0.51083,0.56697,0.28791,1.86364,1.91728,2.45757,0.0005546,0.0005546,0.0005546
148,1119.88,1.15281,0.91649,1.65274,0.76326,0.51556,0.57508,0.29519,1.83577,1.86074,2.43894,0.0005447,0.0005447,0.0005447
149,1127.25,0.8971,0.81459,1.47287,0.76326,0.51556,0.57508,0.29519,1.83577,1.86074,2.43894,0.0005348,0.0005348,0.0005348
150,1134.67,0.87247,0.79267,1.43063,0.75941,0.52427,0.58242,0.3012,1.81151,1.83029,2.42811,0.0005249,0.0005249,0.0005249
151,1142.14,0.91452,0.80026,1.43467,0.75941,0.52427,0.58242,0.3012,1.81151,1.83029,2.42811,0.000515,0.000515,0.000515
152,1149.57,1.12853,0.97997,1.69777,0.73611,0.52305,0.5811,0.29458,1.82048,1.83933,2.45205,0.0005051,0.0005051,0.0005051
153,1156.97,0.97743,0.93064,1.556,0.73611,0.52305,0.5811,0.29458,1.82048,1.83933,2.45205,0.0004952,0.0004952,0.0004952
154,1164.34,0.92097,0.78617,1.56343,0.7047,0.53335,0.57925,0.28902,1.82814,1.84313,2.46584,0.0004853,0.0004853,0.0004853
155,1171.83,0.99062,1.01936,1.54815,0.7047,0.53335,0.57925,0.28902,1.82814,1.84313,2.46584,0.0004754,0.0004754,0.0004754
156,1179.23,1.07714,1.06963,1.65725,0.72468,0.53528,0.58576,0.29386,1.8151,1.83093,2.46026,0.0004655,0.0004655,0.0004655
157,1186.61,1.11702,0.95182,1.67089,0.72468,0.53528,0.58576,0.29386,1.8151,1.83093,2.46026,0.0004556,0.0004556,0.0004556
158,1194.07,1.07793,1.03136,1.71192,0.74955,0.54073,0.5953,0.30464,1.79748,1.79676,2.44349,0.0004457,0.0004457,0.0004457
159,1201.45,1.01828,0.91667,1.57582,0.74955,0.54073,0.5953,0.30464,1.79748,1.79676,2.44349,0.0004358,0.0004358,0.0004358
160,1208.85,1.0998,0.97767,1.64442,0.75233,0.54667,0.59902,0.30959,1.79851,1.78265,2.43709,0.0004259,0.0004259,0.0004259
161,1216.25,1.06456,0.80889,1.58198,0.75233,0.54667,0.59902,0.30959,1.79851,1.78265,2.43709,0.000416,0.000416,0.000416
162,1223.67,1.07374,1.05436,1.65609,0.7594,0.54013,0.59604,0.30607,1.82836,1.78591,2.45428,0.0004061,0.0004061,0.0004061
163,1231.16,0.94621,0.85604,1.468,0.7594,0.54013,0.59604,0.30607,1.82836,1.78591,2.45428,0.0003962,0.0003962,0.0003962
164,1238.51,0.98824,0.79434,1.52222,0.75781,0.53596,0.59076,0.29993,1.85022,1.80526,2.47119,0.0003863,0.0003863,0.0003863
165,1245.93,1.19652,1.01093,1.73233,0.75781,0.53596,0.59076,0.29993,1.85022,1.80526,2.47119,0.0003764,0.0003764,0.0003764
166,1253.33,0.90855,0.80304,1.44383,0.76096,0.53347,0.59033,0.29967,1.84743,1.81722,2.4675,0.0003665,0.0003665,0.0003665
167,1260.75,0.85653,0.75932,1.42458,0.76096,0.53347,0.59033,0.29967,1.84743,1.81722,2.4675,0.0003566,0.0003566,0.0003566
168,1268.1,1.02398,0.8656,1.49186,0.75162,0.53347,0.58958,0.30315,1.82407,1.81781,2.44952,0.0003467,0.0003467,0.0003467
169,1275.46,0.99368,0.83997,1.64095,0.75162,0.53347,0.58958,0.30315,1.82407,1.81781,2.44952,0.0003368,0.0003368,0.0003368
170,1282.85,1.07227,0.92475,1.62166,0.74525,0.53492,0.5889,0.30353,1.81821,1.82041,2.44839,0.0003269,0.0003269,0.0003269
171,1290.17,0.86577,0.82322,1.4342,0.74525,0.53492,0.5889,0.30353,1.81821,1.82041,2.44839,0.000317,0.000317,0.000317
172,1297.53,1.07598,0.89738,1.53482,0.74002,0.53409,0.58751,0.30133,1.81935,1.82278,2.45404,0.0003071,0.0003071,0.0003071
173,1304.92,0.98383,0.90591,1.57713,0.74002,0.53409,0.58751,0.30133,1.81935,1.82278,2.45404,0.0002972,0.0002972,0.0002972
174,1312.29,0.9939,0.85864,1.55132,0.7321,0.53654,0.5852,0.29892,1.8232,1.82649,2.45835,0.0002873,0.0002873,0.0002873
175,1319.63,0.94015,0.85464,1.47159,0.7321,0.53654,0.5852,0.29892,1.8232,1.82649,2.45835,0.0002774,0.0002774,0.0002774
176,1326.98,0.96265,0.85771,1.53239,0.73912,0.53331,0.5858,0.30072,1.81886,1.82282,2.45178,0.0002675,0.0002675,0.0002675
177,1334.3,1.13985,1.03326,1.7101,0.73912,0.53331,0.5858,0.30072,1.81886,1.82282,2.45178,0.0002576,0.0002576,0.0002576
178,1341.68,1.11443,0.92905,1.57265,0.74206,0.5363,0.58812,0.30478,1.81267,1.82035,2.44248,0.0002477,0.0002477,0.0002477
179,1349.05,1.04246,0.89429,1.58432,0.74206,0.5363,0.58812,0.30478,1.81267,1.82035,2.44248,0.0002378,0.0002378,0.0002378
180,1356.39,1.10626,0.99372,1.71994,0.75819,0.53214,0.59049,0.30844,1.8055,1.81656,2.43134,0.0002279,0.0002279,0.0002279
181,1363.68,1.00756,0.94948,1.70873,0.75819,0.53214,0.59049,0.30844,1.8055,1.81656,2.43134,0.000218,0.000218,0.000218
182,1371.11,1.01706,0.89409,1.54401,0.76857,0.52536,0.58849,0.30932,1.80618,1.81584,2.42798,0.0002081,0.0002081,0.0002081
183,1378.47,0.90312,0.79126,1.44453,0.76857,0.52536,0.58849,0.30932,1.80618,1.81584,2.42798,0.0001982,0.0001982,0.0001982
184,1385.8,1.0319,0.88544,1.63565,0.76836,0.5264,0.58824,0.30851,1.81062,1.8226,2.42632,0.0001883,0.0001883,0.0001883
