epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
73,5559.35,0.86854,0.70339,1.09953,0.89567,0.69448,0.79711,0.64142,0.70441,0.59604,1.00066,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,5633.52,0.87519,0.70536,1.10333,0.89762,0.69456,0.79737,0.64152,0.70392,0.59591,1.00041,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,5707.55,0.86989,0.70303,1.0988,0.89823,0.69479,0.79797,0.64205,0.7034,0.59537,1.0001,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,5785.95,0.87137,0.70595,1.10016,0.90134,0.69348,0.7981,0.64207,0.70314,0.59478,0.99977,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,5859.79,0.86552,0.69872,1.09609,0.89981,0.6941,0.7982,0.64238,0.70249,0.59448,0.99945,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,5934.07,0.86856,0.70672,1.10034,0.89931,0.6936,0.79805,0.6424,0.70202,0.59435,0.99918,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,6008.08,0.86926,0.70288,1.10029,0.89874,0.69395,0.79799,0.64227,0.70171,0.59408,0.99895,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,6085.25,0.86562,0.6986,1.09624,0.89841,0.69414,0.79774,0.64234,0.70148,0.59377,0.99885,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,6159.61,0.8637,0.69405,1.09694,0.89714,0.69457,0.79821,0.6427,0.70105,0.59327,0.99851,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,6233.76,0.86195,0.69409,1.0959,0.89833,0.69487,0.79828,0.64292,0.70082,0.59293,0.99832,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,6310.32,0.86124,0.69499,1.09436,0.89848,0.69486,0.79868,0.64326,0.70059,0.5925,0.99807,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,6384.01,0.86546,0.6979,1.09489,0.89894,0.69418,0.79838,0.64338,0.70027,0.59201,0.99777,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
